ID,kmeans_cluster2,kmeans_cluster3,kmeans_cluster4,kmeans_cluster5,kmeans_cluster6,kmeans_cluster7,kmeans_cluster8,kmeans_cluster9,kmeans_cluster10
82878,1,0,3,4,1,0,1,0,1
82883,1,0,3,4,1,0,1,0,1
82884,1,0,3,2,1,0,1,0,8
82886,1,2,1,3,2,6,7,5,3
82890,1,0,3,4,1,0,1,0,1
82891,1,0,3,4,1,0,1,8,9
82892,1,0,3,4,1,2,6,7,0
82893,1,0,3,4,1,0,1,0,1
82894,1,0,3,4,1,0,1,8,9
82896,0,1,0,0,0,1,2,2,7
82897,0,1,0,0,4,1,4,1,2
82899,1,0,3,4,1,0,1,0,1
82902,0,1,0,0,4,1,4,1,2
82903,0,1,0,0,4,1,4,1,2
82905,0,1,0,0,4,1,4,1,2
82907,0,1,0,0,4,1,4,1,2
82910,1,0,2,1,5,3,5,4,5
82912,1,0,3,2,1,0,1,0,8
82913,0,1,0,0,4,1,4,1,2
82915,1,0,3,4,1,2,6,7,0
82917,1,0,3,4,1,0,1,0,1
82920,1,0,3,2,1,0,1,8,9
82921,0,1,0,0,4,1,4,1,2
82922,1,0,2,1,1,5,0,6,6
82924,1,0,3,4,1,0,1,0,1
82925,0,1,0,0,4,1,4,1,2
82926,1,0,3,4,1,2,6,7,0
82928,1,0,3,4,1,0,1,0,1
82932,1,2,1,3,3,4,3,3,4
82935,0,1,0,0,4,1,4,1,2
82943,0,1,0,0,4,1,4,1,2
82946,1,0,3,4,1,0,1,0,1
82950,1,0,2,1,1,5,0,6,6
82951,1,0,3,4,1,0,1,0,1
82952,0,1,0,0,4,1,4,1,2
82954,0,1,0,0,0,1,2,2,7
82955,0,1,0,0,0,1,2,2,7
82960,1,0,3,4,1,0,1,0,1
82961,1,0,3,4,1,0,1,0,1
82963,1,0,3,4,1,0,1,8,9
82965,1,0,3,4,1,0,1,0,1
82971,1,2,1,3,3,4,3,3,4
82973,0,1,0,0,4,1,4,1,2
82974,0,1,0,0,4,1,4,1,2
82975,1,2,1,3,3,4,3,3,4
82976,1,0,2,1,1,0,1,0,1
82979,1,0,3,2,1,0,1,0,8
82983,0,1,0,0,0,1,2,2,7
82984,0,1,0,0,4,1,4,1,2
82986,1,0,3,4,1,0,1,0,1
82987,1,0,3,4,1,0,1,0,1
82993,1,0,3,4,1,2,6,7,0
82994,1,0,3,4,1,0,1,8,9
82995,1,2,1,3,2,6,7,5,3
82996,1,2,1,3,3,4,3,3,4
82997,0,1,0,0,4,1,4,1,2
82998,1,0,3,4,0,2,6,7,0
83000,1,0,3,4,1,0,1,0,1
83002,1,0,3,4,1,0,1,8,9
83006,1,0,3,4,1,0,1,0,1
83009,0,1,0,0,4,1,4,1,2
83010,1,0,3,4,1,0,1,8,9
83012,1,2,1,3,2,6,7,5,3
83013,1,2,1,3,2,6,7,5,3
83015,1,0,3,4,1,0,1,8,9
83018,1,0,2,1,5,3,5,4,5
83019,1,0,3,4,1,0,1,8,9
83020,1,0,3,4,1,0,1,8,9
83026,0,1,0,0,4,1,4,1,2
83028,1,0,3,4,1,2,6,7,0
83029,1,0,3,4,1,0,1,0,1
83030,1,0,3,2,1,0,1,0,8
83031,1,0,2,1,1,5,0,6,6
83032,1,2,1,3,3,4,3,3,4
83033,1,0,3,4,1,0,1,0,1
83035,1,0,3,4,1,0,1,0,1
83036,1,0,3,4,1,0,1,8,9
83038,1,0,3,4,1,0,1,0,1
83040,0,1,0,0,4,1,4,1,2
83042,0,1,0,0,4,1,4,1,2
83043,1,0,3,4,1,0,1,8,9
83044,1,0,3,2,3,4,3,3,8
83045,1,0,3,2,1,0,1,0,8
83046,0,1,0,0,0,1,2,2,7
83050,0,1,0,0,0,1,2,2,7
83051,1,0,3,4,1,0,1,0,1
83054,1,0,3,4,1,0,1,0,1
83055,1,0,3,4,1,0,1,0,1
83058,1,0,3,4,1,0,1,0,1
83060,0,1,0,0,0,1,2,2,7
83063,1,0,3,4,1,0,1,0,1
83064,1,2,1,3,2,6,7,5,3
83065,1,0,3,2,1,0,1,0,8
83068,0,1,0,0,0,1,2,2,7
83071,1,0,3,4,1,0,1,8,9
83072,0,1,0,0,4,1,4,1,2
83075,1,0,2,1,5,3,5,4,5
83076,1,0,3,4,1,0,1,8,9
83080,1,0,3,4,1,0,1,0,1
83081,1,0,2,1,1,5,0,6,6
83082,1,0,3,4,1,0,1,0,1
83083,1,0,3,4,1,0,1,0,1
83084,1,2,1,3,2,6,7,5,3
83086,1,2,1,3,2,6,7,5,3
83087,1,0,3,4,1,0,1,0,1
83089,1,0,3,4,1,0,1,0,1
83090,1,0,3,4,1,0,1,0,1
83091,1,0,2,1,5,3,5,4,5
83095,0,1,0,0,4,1,4,1,2
83096,1,0,3,2,1,0,1,0,8
83097,1,0,2,1,1,5,0,6,6
83100,0,1,0,0,4,1,4,1,2
83103,1,0,2,1,5,3,5,4,5
83109,0,1,0,0,4,1,4,1,2
83112,1,0,3,4,1,0,1,0,1
83113,1,0,3,4,1,0,1,0,1
83120,1,0,2,1,1,5,0,6,6
83121,1,0,3,4,1,0,1,8,9
83122,1,0,2,1,1,5,0,6,6
83124,1,0,2,1,5,3,5,4,5
83125,0,1,0,0,4,1,4,1,2
83126,1,0,3,4,1,0,1,8,9
83128,1,0,3,4,1,0,1,0,1
83129,1,0,3,4,1,0,1,8,9
83130,1,2,1,3,2,6,7,5,3
83132,0,1,0,0,4,1,4,1,2
83134,1,2,2,1,5,3,5,4,5
83137,1,2,1,3,2,6,7,5,3
83138,0,1,0,0,4,1,4,1,2
83139,1,0,2,1,1,5,0,6,6
83140,1,0,3,4,1,0,1,0,1
83143,1,0,3,4,1,0,1,8,9
83145,1,0,3,4,1,0,1,8,9
83146,1,0,3,4,1,0,1,0,1
83147,1,0,3,4,1,0,1,0,1
83148,0,1,0,0,0,1,2,2,7
83149,1,0,3,4,1,0,1,0,1
83151,1,2,1,3,3,4,3,3,4
83152,1,0,3,4,1,0,1,0,1
83153,1,0,2,1,5,3,5,4,5
83155,0,1,0,0,0,1,2,2,7
83157,0,1,0,0,4,1,4,1,2
83158,1,0,3,4,1,0,1,0,1
83159,0,1,0,0,0,1,2,2,7
83160,1,0,3,4,1,0,1,0,1
83163,0,1,0,0,4,1,4,1,2
83164,1,0,3,4,1,0,1,0,1
83165,1,0,3,4,1,2,6,7,0
83167,1,0,3,4,1,0,1,0,1
83168,1,0,3,4,1,0,1,0,1
83175,1,0,3,0,3,4,3,3,2
83180,1,0,2,1,5,3,5,4,5
83181,1,0,3,2,1,0,1,0,8
83182,1,0,2,1,1,5,0,6,6
83186,1,0,3,4,0,2,6,7,0
83187,1,0,2,1,1,5,0,6,6
83194,1,0,3,4,1,0,1,0,1
83196,1,0,2,1,1,5,0,6,6
83197,1,0,3,4,1,0,1,0,1
83198,0,1,0,0,4,1,4,1,2
83199,0,1,0,0,0,1,2,2,7
83201,1,0,3,4,1,0,1,0,1
83203,1,0,3,2,1,0,1,0,8
83204,1,2,1,3,2,6,7,5,3
83206,1,0,3,4,1,0,1,0,1
83210,1,0,3,2,1,0,1,0,8
83211,1,0,3,4,1,0,1,0,1
83213,0,1,0,0,4,1,4,1,2
83214,1,0,3,4,1,0,1,8,9
83215,1,0,3,4,1,0,1,8,9
83216,1,2,1,3,2,6,7,5,3
83217,1,0,3,4,1,0,1,0,1
83218,1,0,3,4,1,0,1,0,1
83220,0,1,0,0,4,1,4,1,2
83225,0,1,0,0,0,1,2,2,7
83227,1,0,3,4,1,0,1,0,1
83230,1,0,3,4,1,0,1,0,1
83231,0,1,0,0,4,1,4,1,2
83234,1,0,3,4,1,0,1,0,1
83235,1,0,2,1,5,3,5,4,5
83238,1,0,3,4,1,0,1,0,1
83239,0,1,0,0,4,1,4,1,2
83243,1,0,3,4,1,0,1,0,1
83246,0,1,0,0,0,1,2,2,7
83248,0,1,0,0,4,1,4,1,2
83251,0,1,0,0,4,1,4,1,2
83252,0,1,0,0,4,1,4,1,2
83255,1,0,3,2,1,0,1,0,8
83258,1,0,3,2,1,0,1,0,8
83262,0,1,0,0,0,1,2,2,7
83264,1,0,3,4,1,0,1,8,9
83265,1,0,3,4,1,0,1,0,1
83270,1,0,3,4,1,0,1,0,1
83271,1,2,1,3,3,4,3,3,4
83272,1,0,3,4,1,0,1,0,1
83273,1,0,3,2,1,0,1,0,8
83274,1,0,3,4,1,0,1,0,1
83277,1,0,2,1,1,5,0,6,6
83279,0,1,0,0,4,1,4,1,2
83281,0,1,0,0,4,1,4,1,2
83284,1,0,3,4,1,0,1,0,1
83285,1,0,3,4,1,0,1,0,1
83288,0,1,0,0,4,1,4,1,2
83292,1,0,3,4,1,0,1,0,1
83294,1,0,2,1,1,5,0,6,6
83296,1,2,1,3,2,6,7,5,3
83298,0,1,0,0,4,1,4,1,2
83299,0,1,0,0,4,1,4,1,2
83300,1,0,3,2,1,0,1,8,9
83304,1,0,3,4,1,0,1,0,1
83306,1,0,2,1,5,3,5,4,5
83308,1,0,3,2,1,0,1,0,8
83309,1,2,1,3,2,6,7,5,3
83313,1,0,3,2,1,0,1,8,8
83316,0,1,0,0,4,1,4,1,2
83319,1,0,3,4,1,0,1,0,1
83320,0,1,0,0,4,1,4,1,2
83322,0,1,0,0,4,1,4,1,2
83324,1,0,3,4,1,0,1,0,1
83328,1,0,3,4,1,2,6,7,0
83332,1,0,3,4,1,0,1,0,1
83333,1,0,3,4,1,0,1,8,9
83336,0,1,0,0,4,1,4,1,2
83338,1,0,3,4,1,2,6,7,0
83343,1,2,1,3,3,4,3,3,4
83344,1,0,3,4,1,0,1,0,1
83347,1,0,3,4,1,0,1,0,1
83348,1,0,3,4,1,0,1,0,1
83349,0,1,0,0,0,1,2,2,7
83352,1,0,3,4,1,0,1,8,9
83353,1,0,3,4,1,0,1,0,1
83354,1,0,3,2,1,0,1,8,9
83359,0,1,0,0,4,1,4,1,2
83361,0,1,0,0,4,1,4,1,2
83364,0,1,0,0,4,1,4,1,2
83368,0,1,0,0,0,1,2,2,7
83374,1,0,3,4,1,0,1,0,1
83375,1,0,3,4,1,0,1,8,9
83377,1,0,2,1,5,3,5,4,5
83387,1,0,3,4,1,0,1,0,1
83391,1,2,1,3,2,6,7,5,3
83392,1,2,1,3,3,4,3,3,4
83394,1,0,2,1,5,3,5,4,5
83396,1,2,1,3,2,6,7,5,3
83398,1,0,3,4,1,0,1,8,9
83401,0,1,0,0,4,1,4,1,2
83403,0,1,0,0,4,1,4,1,2
83404,1,2,1,3,2,6,7,5,3
83405,1,0,3,4,1,0,1,0,1
83407,1,0,3,4,1,0,1,0,1
83409,1,2,1,3,3,4,3,3,4
83410,0,1,0,0,4,1,4,1,2
83411,1,0,3,4,0,2,6,7,0
83414,1,0,3,4,1,0,1,0,1
83416,0,1,0,0,4,1,4,1,2
83417,1,0,3,4,0,2,6,7,0
83418,1,0,3,4,1,0,1,0,1
83419,0,1,0,0,4,1,4,1,2
83421,0,1,0,0,4,1,4,1,2
83424,1,0,3,2,1,0,1,0,8
83425,0,1,0,0,4,1,4,1,2
83427,1,0,3,2,1,0,1,0,8
83428,1,0,3,4,1,0,1,8,9
83432,1,0,3,4,1,2,6,7,0
83434,0,1,0,0,4,1,4,1,2
83435,1,0,3,4,1,0,1,0,1
83437,1,0,3,4,1,0,1,0,1
83440,1,2,1,3,2,6,7,5,3
83443,1,0,3,4,1,0,1,0,1
83448,1,0,3,4,1,0,1,0,1
83452,0,1,0,0,4,1,4,1,2
83460,1,0,3,4,1,0,1,0,1
83461,1,0,3,2,1,0,1,0,8
83462,0,1,0,0,4,1,4,1,2
83463,0,1,0,0,4,1,4,1,2
83465,0,1,0,0,4,1,4,1,2
83467,1,0,3,4,1,0,1,8,9
83469,1,2,1,3,2,6,7,5,3
83470,1,0,3,4,1,0,1,0,1
83471,1,0,3,4,1,0,1,0,1
83472,1,0,3,4,1,0,1,0,1
83475,0,1,0,0,4,1,4,1,2
83476,0,1,0,0,4,1,4,1,2
83480,1,0,3,2,1,0,1,0,8
83482,0,1,0,0,4,1,4,1,2
83483,0,1,0,0,4,1,4,1,2
83485,1,0,3,4,1,0,1,0,1
83495,1,0,2,1,1,5,0,6,6
83496,1,0,3,4,1,0,1,0,1
83497,0,1,0,0,4,1,4,1,2
83499,1,0,3,2,1,0,1,0,8
83500,0,1,0,0,4,1,4,1,2
83501,1,0,3,4,1,2,6,7,0
83503,0,1,0,0,4,1,4,1,2
83504,1,0,3,4,1,0,1,8,9
83506,1,0,3,4,1,0,1,8,9
83507,1,0,2,1,5,3,5,4,5
83508,0,1,0,0,4,1,4,1,2
83509,1,2,1,3,2,6,7,5,3
83510,1,0,3,4,1,2,6,7,0
83512,1,0,3,4,1,0,1,0,1
83513,1,0,3,4,1,2,6,7,0
83514,0,1,0,0,0,1,2,2,7
83517,1,0,3,4,1,0,1,0,1
83519,1,2,1,3,2,6,7,5,3
83521,0,1,0,0,0,1,2,2,7
83524,1,0,3,4,1,0,1,0,1
83526,1,0,3,4,1,0,1,0,1
83527,1,0,3,4,1,0,1,0,1
83530,0,1,0,0,4,1,4,1,2
83533,1,2,1,2,2,6,7,5,3
83535,0,1,0,0,0,1,2,2,7
83536,1,0,3,4,1,0,1,0,1
83537,1,2,1,3,3,4,3,3,4
83539,1,0,3,4,1,0,1,0,1
83544,0,1,0,0,4,1,4,1,2
83547,1,0,3,4,1,0,1,0,1
83549,1,0,2,1,5,3,5,4,5
83553,1,0,3,4,0,2,6,7,0
83557,1,0,3,4,1,0,1,0,1
83560,1,0,3,4,1,0,1,0,1
83567,1,0,3,4,1,0,1,0,1
83573,1,0,2,1,5,5,0,6,6
83574,1,0,3,4,1,0,1,0,1
83575,0,1,0,0,4,1,4,1,2
83577,0,1,0,0,0,1,2,2,7
83578,1,0,3,4,1,0,1,0,1
83579,1,0,2,1,5,3,5,4,5
83581,1,0,3,4,1,2,6,7,0
83582,0,1,0,0,4,1,4,1,2
83584,1,0,3,2,1,0,1,0,8
83585,1,0,3,2,1,0,1,0,8
83586,1,0,3,4,1,0,1,8,9
83587,0,1,0,0,0,1,2,2,7
83588,1,0,3,4,1,0,1,8,9
83590,1,0,3,4,1,2,6,7,0
83591,1,0,3,4,1,0,1,0,1
83593,1,1,0,0,4,1,4,1,2
83595,1,0,3,2,1,0,1,0,8
83596,1,0,3,2,1,0,1,8,9
83597,0,1,0,0,0,1,2,2,7
83599,1,0,3,4,1,0,1,0,1
83601,0,1,0,0,0,1,2,2,7
83602,1,0,3,4,1,0,1,0,1
83604,1,0,3,2,1,0,1,0,8
83608,1,0,3,4,1,0,1,8,9
83609,1,2,1,3,2,6,7,5,3
83610,1,0,3,4,1,0,1,0,1
83611,1,0,3,4,0,2,6,7,0
83612,1,2,1,3,3,4,3,3,4
83613,0,1,0,0,4,1,4,1,2
83614,1,0,3,2,1,0,1,0,8
83619,1,0,2,1,5,3,5,4,5
83620,1,0,3,4,1,0,1,0,1
83621,1,2,1,3,2,6,7,5,3
83622,1,0,3,4,1,0,1,0,1
83623,1,0,3,4,1,0,1,0,1
83627,0,1,0,0,4,1,4,1,2
83628,1,0,3,4,1,0,1,8,9
83630,1,0,3,4,1,0,1,0,1
83633,0,1,0,0,4,1,4,1,2
83634,1,0,3,4,1,0,1,0,1
83635,1,0,3,4,1,0,1,8,9
83636,1,0,3,4,1,0,1,0,1
83637,1,0,3,4,1,0,1,8,9
83639,1,0,3,4,1,0,1,0,1
83641,1,0,3,4,1,0,1,0,1
83642,1,0,3,4,1,0,1,8,9
83644,1,0,3,4,1,0,1,0,1
83649,1,0,3,4,1,0,1,8,9
83650,0,1,0,0,4,1,4,1,2
83654,1,0,3,4,1,0,1,8,9
83655,1,0,3,4,1,0,1,0,1
83658,0,1,0,0,0,1,2,2,7
83661,0,1,0,0,0,1,2,2,7
83663,1,2,1,3,3,4,3,3,4
83664,1,0,3,4,1,0,1,0,1
83665,1,0,3,4,1,0,1,0,1
83666,1,0,3,4,1,0,1,0,1
83668,1,0,3,4,1,0,1,0,1
83669,1,0,3,4,1,2,6,7,0
83671,1,0,2,1,5,3,5,4,5
83673,0,1,0,0,4,1,4,1,2
83675,1,0,3,4,1,0,1,0,1
83679,0,1,0,0,4,1,4,1,2
83681,1,0,3,4,1,0,1,0,1
83683,1,0,3,4,1,0,1,0,1
83684,1,0,3,2,1,0,1,0,8
83686,1,0,3,2,1,0,1,0,8
83687,1,0,3,4,1,0,1,0,1
83689,1,0,3,4,1,0,1,0,1
83690,1,0,3,2,1,0,1,0,8
83692,1,0,3,2,1,0,1,8,8
83694,1,0,3,4,1,0,1,0,1
83696,0,1,0,0,0,1,2,2,7
83698,1,0,3,4,1,0,1,0,1
83699,1,0,3,4,1,0,1,0,1
83701,1,0,3,4,1,0,1,8,9
83702,1,0,3,4,1,0,1,0,1
83705,0,1,0,0,4,1,4,1,2
83706,1,0,3,4,1,0,1,0,1
83707,1,0,3,4,1,0,1,0,1
83713,1,0,3,4,1,0,1,8,9
83714,1,0,3,4,1,0,1,8,9
83715,1,0,3,2,1,0,1,0,8
83716,0,1,0,0,4,1,4,1,2
83717,1,0,3,4,1,0,1,0,1
83723,0,1,0,0,4,1,4,1,2
83724,1,0,3,2,1,0,1,0,8
83726,1,0,3,4,1,0,1,0,1
83729,0,1,0,0,4,1,4,1,2
83732,1,0,3,2,1,0,1,0,8
83733,1,0,3,2,3,4,3,3,8
83734,1,0,3,2,1,0,1,0,8
83735,1,0,3,4,1,0,1,0,1
83736,1,0,3,4,1,0,1,0,1
83738,1,0,3,4,1,0,1,0,1
83739,0,1,0,0,4,1,4,1,2
83740,1,0,3,4,1,0,1,0,1
83745,1,0,3,4,1,2,6,7,0
83746,1,0,3,4,1,0,1,0,1
83749,1,0,3,4,1,0,1,0,1
83750,1,0,2,1,1,5,0,6,6
83751,0,1,0,0,4,1,4,1,2
83752,1,0,3,4,1,2,6,7,0
83753,1,0,3,4,1,0,1,8,9
83757,1,0,3,2,1,0,1,0,8
83759,0,1,0,0,4,1,4,1,2
83764,1,0,3,4,1,0,1,0,1
83765,1,0,3,4,1,0,1,0,1
83766,1,0,3,4,1,2,6,7,0
83768,1,0,2,1,5,3,5,4,5
83772,1,0,3,4,1,0,1,8,9
83773,1,0,3,4,1,0,1,8,9
83774,0,1,0,0,4,1,4,1,2
83776,1,0,3,2,1,0,1,0,8
83778,1,0,3,4,1,0,1,8,9
83779,0,1,0,0,0,1,2,2,7
83780,1,0,3,4,1,0,1,0,1
83781,1,0,3,4,1,0,1,0,1
83784,1,0,3,4,1,0,1,0,1
83788,1,0,3,4,1,2,6,7,0
83790,0,1,0,0,4,1,4,1,2
83792,0,1,0,0,4,1,4,1,2
83793,1,2,1,3,3,4,3,3,4
83794,1,0,3,4,1,0,1,0,1
83797,0,1,0,0,4,1,4,1,2
83798,0,1,0,0,4,1,4,1,2
83799,0,1,0,0,4,1,4,1,2
83800,1,0,2,1,5,3,5,4,5
83803,1,0,3,4,1,0,1,0,1
83804,0,1,0,0,4,1,4,1,2
83805,1,0,3,2,1,0,1,0,8
83806,1,0,3,4,1,0,1,0,1
83809,1,0,3,4,1,0,1,0,1
83810,1,0,3,4,1,0,1,0,1
83812,1,0,3,4,1,0,1,0,1
83814,1,0,3,4,1,0,1,0,1
83816,1,0,3,4,1,0,1,0,1
83818,1,0,3,4,1,0,1,0,1
83820,1,0,3,2,1,0,1,0,8
83821,0,1,0,0,4,1,4,1,2
83824,0,1,0,0,4,1,4,1,2
83825,0,1,0,0,4,1,4,1,2
83833,0,1,0,0,4,1,4,1,2
83840,0,1,0,0,0,1,2,2,7
83842,1,2,1,3,3,4,3,3,4
83843,0,1,0,0,0,1,2,2,7
83844,1,0,3,4,1,0,1,0,1
83845,1,2,1,3,2,6,7,5,3
83846,1,0,2,1,1,0,1,0,1
83847,1,0,3,4,1,2,6,7,0
83848,1,0,2,1,1,5,0,6,6
83851,1,0,3,4,1,0,1,0,1
83855,0,1,0,0,4,1,4,1,2
83856,0,1,0,0,4,1,4,1,2
83857,1,0,3,2,1,0,1,0,8
83858,1,0,3,4,1,2,6,7,0
83860,0,1,0,0,4,1,4,1,2
83862,1,0,3,4,1,0,1,0,1
83863,1,0,3,4,1,0,1,0,1
83864,1,0,3,4,1,0,1,0,1
83866,1,0,3,4,1,0,1,8,9
83872,0,1,0,0,4,1,4,1,2
83873,1,0,3,2,1,0,1,8,9
83874,1,0,3,4,1,2,6,7,0
83876,1,0,3,4,1,0,1,0,1
83878,0,1,0,0,4,1,4,1,2
83879,1,0,3,4,1,0,1,0,1
83880,1,0,3,4,1,0,1,8,9
83881,1,0,3,4,1,0,1,0,1
83887,1,0,3,4,1,2,6,7,0
83889,1,0,3,4,1,2,6,7,0
83893,1,0,3,2,1,0,1,8,9
83894,1,2,1,3,2,6,7,5,3
83899,0,1,0,0,4,1,4,1,2
83905,1,0,3,4,1,0,1,8,9
83906,1,0,3,4,1,0,1,8,9
83907,1,0,3,4,1,0,1,0,1
83909,1,0,3,4,1,0,1,0,1
83910,1,0,3,4,1,0,1,8,9
83911,0,1,0,0,4,1,4,1,2
83912,1,0,3,4,1,0,1,0,1
83913,1,0,3,2,1,0,1,8,9
83915,1,0,3,4,1,0,1,8,9
83916,1,0,2,1,1,5,0,6,6
83918,1,0,3,4,1,0,1,8,9
83919,1,0,3,4,1,0,1,8,9
83925,1,0,3,4,1,0,1,0,1
83926,0,1,0,0,0,1,2,2,7
83928,0,1,0,0,4,1,4,1,2
83929,1,0,3,4,1,0,1,0,1
83930,1,0,3,4,1,0,1,0,1
83931,0,1,0,0,4,1,4,1,2
83933,1,2,1,3,2,6,7,5,3
83935,0,1,0,0,0,1,2,2,7
83936,1,0,3,4,1,0,1,0,1
83937,1,0,3,4,1,0,1,0,1
83938,1,0,3,4,1,0,1,0,1
83941,0,1,0,0,4,1,4,1,2
83945,0,1,0,0,4,1,4,1,2
83946,1,0,3,4,1,0,1,0,1
83947,1,2,1,3,2,6,7,5,3
83948,1,2,1,3,2,6,7,5,3
83951,0,1,0,0,4,1,4,1,2
83952,0,1,0,0,4,1,4,1,2
83954,1,2,1,3,2,6,7,5,3
83955,1,0,3,4,1,0,1,0,1
83959,0,1,0,0,4,1,4,1,2
83962,1,0,3,4,1,0,1,0,1
83965,0,1,0,0,4,1,4,1,2
83967,0,1,0,0,4,1,4,1,2
83976,0,1,0,0,4,1,4,1,2
83977,1,0,3,2,1,0,1,0,8
83982,1,2,1,3,2,6,7,5,3
83987,1,0,3,4,1,0,1,0,1
83988,1,0,3,4,1,0,1,0,1
83993,0,1,0,0,4,1,4,1,2
83998,0,1,0,0,4,1,4,1,2
84000,1,0,3,4,1,0,1,0,1
84001,0,1,0,0,4,1,4,1,2
84002,1,0,3,2,1,0,1,0,8
84003,1,0,3,4,1,0,1,0,1
84007,1,0,3,4,1,0,1,8,9
84009,0,1,0,0,4,1,4,1,2
84010,0,1,0,0,0,1,2,2,7
84013,1,0,2,1,1,5,0,6,6
84015,0,1,0,0,4,1,4,1,2
84017,1,0,3,4,1,0,1,0,1
84018,1,0,3,4,1,0,1,8,9
84019,1,0,3,4,1,0,1,0,1
84021,1,2,1,3,2,6,7,5,3
84026,0,1,0,0,4,1,4,1,2
84027,1,0,3,2,1,0,1,0,8
84028,1,0,3,4,1,0,1,0,1
84029,1,0,2,1,1,5,0,6,6
84031,1,0,3,4,1,0,1,0,1
84038,1,0,2,1,5,3,5,4,5
84046,1,0,3,4,1,0,1,0,1
84047,0,1,0,0,4,1,4,1,2
84048,1,0,3,4,1,0,1,0,1
84051,0,1,0,0,0,1,2,2,7
84053,1,0,3,2,1,0,1,0,8
84055,1,0,3,4,1,0,1,8,9
84058,1,0,2,1,5,3,5,4,5
84059,1,0,3,4,1,0,1,0,1
84062,1,0,3,4,1,0,1,0,1
84065,0,1,0,0,4,1,4,1,2
84066,1,0,3,4,1,0,1,0,1
84067,1,0,3,4,1,0,1,0,1
84068,1,0,3,4,1,0,1,0,1
84070,1,0,3,4,1,0,1,0,1
84071,1,0,3,4,0,2,6,7,0
84074,1,0,3,4,1,0,1,0,1
84075,1,0,3,4,1,0,1,0,1
84076,1,0,3,4,1,0,1,0,1
84080,1,0,3,4,1,0,1,0,1
84082,1,0,3,4,1,0,1,0,1
84083,1,0,3,4,1,0,1,0,1
84084,1,0,2,1,1,5,0,6,6
84087,0,1,0,0,4,1,4,1,2
84089,1,0,3,4,1,0,1,8,9
84090,1,2,1,3,2,6,7,5,3
84091,0,1,0,0,0,1,2,2,7
84092,1,0,3,4,1,2,6,7,0
84093,1,0,3,4,1,0,1,0,1
84095,1,0,3,4,1,0,1,8,9
84099,1,2,1,3,2,6,7,5,3
84101,0,1,0,0,4,1,4,1,2
84103,1,0,3,4,1,2,6,7,0
84104,1,0,2,1,5,3,5,4,5
84105,1,0,3,4,1,0,1,0,1
84106,1,0,3,4,1,0,1,0,1
84107,1,0,2,1,1,5,0,6,6
84108,1,0,2,1,1,5,0,6,6
84109,1,0,3,4,1,0,1,0,1
84110,1,0,3,4,1,0,1,8,9
84112,0,1,0,0,4,1,4,1,2
84114,1,0,3,4,1,0,1,0,1
84115,1,2,1,3,3,4,3,3,4
84117,0,1,0,0,4,1,4,1,2
84118,1,0,3,2,1,0,1,0,8
84123,1,0,3,4,1,0,1,8,9
84125,0,1,0,0,4,1,4,1,2
84126,1,0,3,4,1,0,1,8,9
84127,0,1,0,0,4,1,4,1,2
84129,1,0,3,4,1,0,1,0,1
84131,1,0,3,2,1,0,1,8,9
84132,1,0,2,1,5,3,5,4,5
84133,1,0,3,2,1,0,1,8,9
84137,0,1,0,0,0,1,2,2,7
84143,1,0,3,2,1,0,1,0,8
84148,1,0,3,2,1,0,1,8,9
84149,1,0,3,4,1,0,1,0,1
84150,1,0,3,4,1,0,1,0,1
84153,0,1,0,0,4,1,4,1,2
84155,0,1,0,0,4,1,4,1,2
84164,0,1,0,0,0,1,2,2,7
84165,1,0,3,4,1,0,1,0,1
84167,1,0,3,4,1,0,1,0,1
84168,1,0,3,4,0,2,6,7,0
84169,0,1,0,0,4,1,4,1,2
84171,1,2,1,3,2,6,7,5,3
84172,1,0,3,4,1,0,1,0,1
84173,1,0,3,4,1,0,1,8,9
84175,1,0,3,4,1,0,1,0,1
84176,1,0,3,4,1,0,1,0,1
84178,1,0,3,4,1,0,1,8,9
84179,0,1,0,0,0,1,2,2,7
84187,1,0,3,4,1,2,6,7,0
84192,0,1,0,0,4,1,4,1,2
84194,1,2,1,3,2,6,7,5,3
84197,1,0,3,4,1,0,1,0,1
84200,0,1,0,0,0,1,2,2,7
84201,0,1,0,0,0,1,2,2,7
84202,1,0,3,4,1,0,1,0,1
84203,1,0,3,4,1,0,1,0,1
84205,1,0,3,4,1,0,1,0,1
84209,0,1,0,0,4,1,4,1,2
84212,1,2,1,3,3,4,3,3,4
84216,1,0,3,2,1,0,1,0,8
84217,0,1,0,0,4,1,4,1,2
84218,0,1,0,0,0,1,2,2,7
84219,1,0,3,4,1,0,1,0,1
84220,1,0,3,4,1,0,1,0,1
84221,0,1,0,0,4,1,4,1,2
84224,1,0,3,4,1,2,6,7,0
84226,1,0,2,1,5,3,5,4,5
84227,1,0,2,1,1,5,0,6,6
84228,1,0,3,4,1,0,1,0,1
84230,0,1,0,0,4,1,4,1,2
84231,1,2,1,3,2,6,7,5,3
84235,1,0,3,4,1,0,1,8,9
84238,1,0,3,4,1,0,1,0,1
84239,1,0,3,4,1,0,1,0,1
84240,1,2,1,3,2,6,7,5,3
84241,1,0,3,4,1,0,1,0,1
84242,1,0,3,4,1,0,1,0,1
84244,1,0,3,4,1,2,6,7,0
84248,0,1,0,0,4,1,4,1,2
84250,1,0,3,4,1,0,1,0,1
84259,1,0,3,2,1,0,1,8,8
