ID,tsne1,tsne2
28845,23.508694,31.597614
28847,-4.0975757,30.777039
28848,18.129614,-32.255096
28852,-40.97163,2.0651147
28854,-24.239277,15.753751
28856,20.004854,12.218695
28857,26.582773,-10.396814
28859,-10.503501,-23.033175
28860,14.099587,11.672862
28862,12.366844,-1.3002414
28864,-8.378503,-41.44701
28865,-15.568849,8.15291
28867,5.3000884,-11.870712
28868,40.838127,14.018289
28869,-37.941063,24.918741
28871,6.738201,-29.203817
28874,12.968819,6.0936995
28875,-10.304354,-12.7934675
28876,-4.4481225,-1.3630587
28878,-24.070135,19.37264
28880,21.665573,-19.625244
28884,8.475222,-41.51721
28886,-11.70777,-34.64856
28888,28.897785,-41.31398
28891,-11.112229,4.684087
28893,-6.206283,-35.45693
28895,-2.329363,0.60082865
28896,7.3321805,-11.597421
28898,10.637582,-26.182343
28899,25.148224,-4.6750646
28900,-2.0475678,-20.021408
28901,-7.6117597,-22.45273
28903,-25.218063,-15.340739
28905,-13.857535,-4.3681426
28906,-24.868519,30.05035
28908,15.21468,11.896229
28909,3.562773,-30.579746
28911,-3.9721084,-48.823177
28912,0.8730259,17.370739
28913,-23.375557,17.954021
28914,42.978344,18.698574
28915,12.960435,-10.926413
28916,-31.463882,33.406628
28917,40.63572,-6.8192787
28919,-19.623182,8.048429
28920,-33.494846,26.392162
28926,-43.124336,9.338746
28928,16.24718,-33.316875
28929,-22.747839,9.374618
28930,40.650642,-10.284088
28934,-12.029248,44.426743
28939,-24.538752,8.941855
28940,-10.573096,39.739017
28944,-40.75519,-19.504751
28945,0.7674309,-14.587879
28946,-28.380205,2.7295983
28949,-23.206118,-40.52462
28953,-16.516197,-49.38232
28954,36.300083,-34.385258
28955,-13.274465,3.1852725
28956,-15.582317,42.309166
28957,-11.824297,-41.644386
28959,-10.616219,2.0746903
28963,22.688066,-26.197556
28964,7.994788,-34.862324
28965,-14.778566,-34.325607
28966,-29.671875,31.784771
28967,-12.2849045,-20.472578
28969,-16.020405,30.91086
28970,-9.990062,-8.636952
28971,2.0237787,22.578018
28979,8.347882,43.68497
28981,-22.719936,25.492401
28982,33.027557,15.788003
28985,-29.965866,-13.705737
28991,-9.370292,-18.184322
28994,33.76045,16.217213
28995,-27.358845,-24.998785
28999,21.4323,12.195039
29000,-29.96566,-13.702547
29002,-18.759548,40.958466
29004,-4.315829,14.858912
29005,14.599678,-41.987556
29007,-7.1934056,-30.687525
29008,26.48844,-34.39113
29009,15.794484,30.65183
29012,38.37561,-5.978399
29014,21.862938,12.480582
29017,-15.42925,3.6378567
29019,-7.9479294,12.748346
29020,44.578903,-5.65853
29022,-0.09527764,8.389535
29023,-30.063866,25.882175
29024,-19.195885,46.33272
29030,-29.740366,16.783314
29031,37.733795,-12.167854
29034,45.1019,9.348531
29036,14.129648,-17.897448
29037,-9.198064,-4.7264385
29039,-21.987974,37.78856
29040,33.976826,-2.0312374
29042,11.77281,16.769657
29043,-17.572977,23.3677
29044,-1.7694411,36.226917
29047,-6.75659,42.261345
29049,-6.1799664,-24.561415
29050,-6.797621,-50.98877
29052,-8.47739,-6.0210485
29056,-36.092392,-25.599771
29058,-24.180384,-28.549164
29062,-31.90352,9.000687
29064,36.583984,11.712269
29065,-32.47176,-3.0582712
29067,18.488018,-20.565935
29069,-3.6852863,7.182646
29071,-31.139822,3.9864006
29072,-35.192474,3.1861148
29074,28.518147,-43.42145
29076,18.2734,-40.52604
29080,38.444077,-20.502823
29081,18.898874,-10.736834
29083,1.8037817,-47.294804
29085,-22.614275,-35.986763
29086,8.61603,-34.179188
29088,-14.735717,-34.11158
29090,2.5393012,16.686058
29091,33.781807,11.433223
29095,30.119211,9.145315
29096,-2.7599661,-14.782206
29097,-29.950975,2.2313032
29098,9.034739,-10.972171
29099,-33.493977,21.40245
29100,-23.560133,10.996921
29103,-9.414329,-36.252556
29104,-17.319384,-27.595505
29109,-9.547348,-28.593222
29111,23.703289,20.322416
29117,-30.174557,-9.402981
29118,41.10034,6.60126
29121,11.0811615,0.9825284
29123,-8.589957,-28.240816
29124,-43.010147,8.661736
29127,12.660992,33.84911
29129,8.297223,38.448486
29131,-11.729976,-20.991673
29138,-5.9551163,-10.471129
29140,-32.76849,-20.053679
29141,20.23949,-15.066602
29142,5.9965796,-16.909754
29143,-0.13071299,-5.0168433
29144,10.229427,-38.36052
29146,23.199766,-21.078289
29151,19.303759,22.196772
29155,-31.963852,5.9832497
29157,32.950047,-21.563755
29158,-13.665516,-8.559314
29161,-13.148336,10.183523
29162,-27.576736,-36.44032
29163,9.387752,-46.95295
29167,-25.556356,39.42762
29168,-1.3034611,-37.662395
29181,17.568453,-15.965499
29182,37.47592,-1.417644
29183,42.77819,-10.5641775
29184,-35.440933,8.12113
29185,16.788906,-27.523504
29186,36.41224,-18.450481
29193,0.6120795,39.52535
29196,19.349838,4.7861047
29197,1.2794197,25.242739
29199,15.941195,26.039366
29200,-0.10793229,19.028193
29201,-0.9438812,23.931517
29203,-22.877983,36.345535
29205,19.51291,15.438143
29212,-4.349209,-3.4036183
29213,-17.29192,-12.979879
29214,-10.437438,-17.431324
29216,8.172884,38.657444
29217,5.3578925,-6.091338
29220,-33.123558,1.1859952
29223,12.347976,34.508774
29224,-44.491768,-17.324055
29227,-4.821786,19.523537
29228,-47.71788,-15.801217
29229,29.566357,-14.801055
29232,-41.312202,22.577467
29235,-23.639757,-22.0825
29236,-40.9464,21.473188
29237,-14.693687,-28.547916
29239,-14.892267,34.178974
29241,-4.185228,-4.772868
29242,37.957558,15.370313
29249,-17.67491,40.58792
29250,36.362686,-4.436199
29251,33.465473,22.53848
29252,27.283047,13.063408
29253,-1.2047096,-10.96849
29256,33.938576,1.0645647
29259,-34.983723,-20.19447
29261,-45.89836,-10.039249
29262,32.041756,-27.453041
29263,-6.193925,3.9161038
29265,-12.656812,7.4844546
29267,-2.2475498,-14.61675
29268,3.3701456,21.42352
29269,10.273507,-0.50645924
29270,-12.287533,-14.185852
29271,23.121054,-21.108381
29272,8.191232,-12.010945
29278,-7.5735736,-36.602577
29282,22.995642,2.968374
29283,8.24491,43.546066
29284,-23.234764,17.836384
29285,-24.740395,-13.519921
29289,-40.512978,27.78147
29290,3.913172,43.192158
29291,-22.154081,2.2957902
29292,3.7535625,17.334476
29293,-9.698974,-30.0698
29294,-23.530863,-28.495388
29296,-24.390522,9.37484
29298,-42.73398,12.7883215
29300,8.385014,28.41575
29303,19.027052,21.837893
29305,15.341084,-26.7503
29306,4.5301404,-14.389219
29308,14.692068,41.441643
29310,-14.762817,-27.51516
29311,23.107363,24.636719
29314,37.995346,-5.988703
29316,-12.149237,-36.06704
29317,-7.8049593,-1.7152337
29318,-6.3040147,-35.10468
29320,-13.0929785,7.6894984
29321,17.02379,-27.356781
29323,1.4501406,14.117544
29325,-4.6762676,19.025894
29327,-37.030014,9.053312
29328,8.155993,43.423187
29329,17.181513,-2.5652757
29330,-17.790684,-36.808468
29333,21.632423,-39.126225
29335,-16.935755,40.248116
29338,11.421965,-45.687393
29339,11.437359,-12.793899
29341,3.368629,-7.151664
29344,-17.14887,27.062046
29347,46.108143,-20.253086
29351,-28.38478,-5.873189
29354,51.096794,-5.072658
29355,-13.185623,-23.503065
29356,-29.441128,-40.79182
29357,-33.43205,-0.95543987
29358,-25.903048,-0.37330264
29360,-16.635668,-8.78981
29362,9.121321,-7.75406
29364,-45.008823,5.8413243
29366,8.957264,29.061935
29369,11.229551,40.77197
29370,-30.817015,-33.859547
29373,9.11314,-16.36479
29375,22.69229,-13.463351
29378,-16.458118,40.169975
29379,4.2388806,-1.6636345
29381,0.8278994,-34.46345
29382,-32.44384,14.985665
29383,-0.8651111,-1.8799534
29384,40.23614,-12.374754
29385,-26.586924,-27.5932
29386,-36.172127,-1.6387212
29388,-13.024606,22.893219
29392,-42.789005,-2.5463045
29396,-23.234764,-14.675685
29397,12.857041,26.36233
29399,-35.066956,13.776945
29400,-14.059642,19.664127
29402,12.335527,-36.165325
29405,-7.175452,38.691166
29406,-20.965387,-29.592445
29408,18.271694,13.312455
29409,8.041604,3.5229023
29413,4.98976,-5.7628865
29414,18.22217,-8.334322
29416,39.599506,-2.6214101
29417,37.089848,21.501562
29418,15.624339,-27.018538
29420,-4.923179,-25.651163
29423,-23.99471,10.396511
29424,20.389828,23.59547
29425,14.536673,20.00313
29426,-1.3534206,-36.78459
29428,15.999779,-21.945543
29429,11.855643,-17.125906
29430,-10.843293,-5.2784796
29434,17.820873,10.495242
29437,-1.6605747,-5.1517515
29441,40.027905,-2.218089
29442,4.9273643,42.165565
29444,-17.506693,-27.514765
29446,-35.069183,11.170141
29449,31.893478,-40.304398
29450,43.815487,12.520576
29452,33.54307,13.149381
29456,-19.800379,26.398272
29457,0.7379074,44.51238
29458,-10.132952,-9.058946
29459,-34.341278,-11.40496
29462,-18.452324,-36.73369
29463,-40.684593,4.4531116
29464,-1.8809576,4.3402553
29466,-34.75238,5.3125277
29468,-8.39696,45.72935
29469,6.945255,-24.024622
29473,-32.319202,9.29366
29477,17.671148,9.260766
29480,-2.271426,35.75487
29482,5.3803177,5.715691
29484,1.9778879,-8.018133
29485,-10.483935,10.908782
29489,-12.574243,36.872265
29490,7.3730345,11.960386
29497,-28.974424,1.2636311
29499,-30.766464,-24.243801
29501,33.497704,-21.288982
29502,-12.999962,37.06786
29504,-47.144745,-15.501102
29506,18.04632,24.30998
29512,-0.7716858,11.217146
29513,3.6912985,-3.8412182
29514,-31.96499,-13.69069
29516,37.287045,-3.7726166
29517,-27.736624,18.22352
29521,-4.5102706,-10.639705
29522,-34.40981,-3.9556456
29525,23.425756,-22.374344
29527,12.723678,-1.4286327
29531,17.026896,-17.562647
29532,-9.019076,10.887161
29533,-13.278534,-40.085384
29534,21.039783,-13.400878
29535,-1.7506884,17.88888
29536,-1.743287,-28.721865
29537,-1.6239605,32.141552
29538,-10.208485,33.03362
29540,41.61159,-30.573154
29541,-28.498259,27.080715
29542,15.797905,-13.443454
29549,-8.097806,34.90624
29552,-5.497833,-2.8033316
29553,-44.220703,-24.309313
29554,-40.50468,-15.898026
29558,-4.026616,-48.581898
29559,30.860485,-29.684982
29564,-6.205862,-3.6727355
29565,11.033463,10.16829
29567,-33.558273,26.313372
29570,11.082409,20.350334
29572,18.382294,22.293911
29573,3.5360234,-30.548834
29581,-36.954365,4.4091573
29582,21.043957,-16.782347
29584,24.918694,-2.565814
29585,-5.356286,-5.693092
29586,-4.6268764,-27.574013
29589,33.427414,22.481895
29590,-1.8036969,-32.07022
29592,-7.2051315,-8.684278
29593,18.415144,-32.96214
29595,9.4036875,-11.913663
29596,20.67681,-41.95228
29600,31.153103,-15.578784
29601,-20.62797,-33.230442
29602,-1.6821693,23.785933
29604,1.2620652,-13.189547
29605,10.589294,26.085241
29609,22.825455,-17.78255
29610,-30.283606,-15.898353
29612,3.5810955,23.760736
29613,42.404728,-21.187183
29614,10.472224,34.076916
29616,-16.833368,8.861436
29617,27.879393,-16.993465
29618,-35.02661,13.931437
29624,29.284193,-19.994267
29626,42.706226,19.542114
29628,22.523815,-35.10311
29629,7.3716645,-45.4941
29631,-27.381683,12.195955
29632,-0.07841317,-20.463657
29633,-12.6196995,-32.21163
29634,38.005432,-17.856344
29635,-11.4207,-16.785591
29636,23.230106,12.108213
29638,28.279154,-3.8779206
29639,-35.04789,11.191804
29641,-37.66895,5.800735
29645,14.096836,6.9207788
29646,35.724247,-5.300858
29648,-13.822369,37.379868
29649,17.347435,-15.746675
29654,-13.661601,-48.46681
29655,8.9652195,-16.01737
29656,-8.952077,-22.255356
29661,5.0516996,-19.867197
29662,34.30891,-30.007845
29667,24.923214,-25.132881
29668,-17.267345,-13.280838
29669,0.045601383,2.0957549
29671,30.828838,-20.462765
29673,2.7296722,0.78466403
29674,-18.518387,24.932953
29675,-34.501083,11.821612
29678,5.350108,-18.009573
29679,-10.05585,19.997269
29681,-23.214846,1.512861
29682,18.98388,23.303772
29688,-9.236103,7.556473
29690,-1.2668915,-44.47265
29692,1.0326997,-39.11464
29693,-4.8604007,34.61336
29694,14.944005,-22.408213
29695,35.555088,19.674578
29696,-10.308315,8.737542
29697,-36.744984,-29.865608
29702,30.735226,8.111141
29706,3.6993473,41.327633
29708,-43.874073,-0.11964319
29713,-25.100077,-10.732664
29714,17.820124,-32.37468
29716,33.615597,-30.307476
29719,42.345127,-16.68951
29722,-10.610201,-17.31201
29725,17.544703,29.668034
29726,21.570982,-21.388966
29727,20.437933,41.40221
29728,-26.113358,-0.62797
29729,-49.422997,-1.9800284
29732,0.5287352,-13.679221
29736,-17.247938,34.37157
29737,-13.957978,19.754423
29738,-15.4862585,22.71526
29739,20.834259,-24.854422
29743,7.1350646,-30.890047
29748,40.09027,-24.35783
29751,-23.234783,-14.675668
29752,6.6132803,-46.937737
29754,-14.18923,1.7929595
29755,-36.732178,-9.726549
29758,-8.136727,-9.555302
29761,31.97013,-34.111347
29763,3.4809003,-5.5228033
29765,-24.5738,24.805256
29766,-2.4675508,-19.110077
29769,29.515978,-17.594444
29772,31.268427,4.237624
29774,-39.461975,-20.808092
29777,14.713837,-4.803608
29778,13.128222,29.713676
29780,11.95763,19.76074
29781,-36.24031,-1.5792869
29786,7.429772,-0.9650601
29787,33.939613,19.048649
29788,28.735529,1.2095948
29789,34.490242,-2.575133
29791,8.750752,-9.706857
29793,5.13216,-31.674393
29796,26.709908,20.154417
29798,-22.35966,37.114017
29800,1.7561523,32.937954
29801,12.295912,-9.040379
29802,2.0695462,25.385275
29803,-38.436047,14.2835655
29806,9.7286625,39.056313
29807,45.344128,6.0852313
29809,20.670467,0.27145192
29812,-9.186865,-14.777986
29816,0.46359688,40.859394
29817,10.739681,41.022007
29818,10.783762,30.414913
29820,-11.878853,6.270865
29821,-3.395929,31.66744
29823,-40.292812,-9.973179
29826,-35.50042,-24.954885
29828,1.8708175,-22.286972
29829,21.473675,18.561325
29830,19.99223,1.6120826
29831,18.959007,5.499402
29832,-9.960608,-12.82187
29836,24.009798,18.771257
29844,18.766706,12.4340925
29850,-10.406047,5.6890826
29851,-32.333183,28.555021
29853,17.653103,-24.226105
29854,-2.8876188,4.2477307
29855,-23.114672,11.42827
29856,-3.534416,-14.854878
29857,-23.234825,-14.675631
29858,33.953197,-2.1707816
29859,-5.079299,-39.32093
29860,13.187788,-35.90414
29861,-12.202472,26.713144
29864,51.28302,1.9085839
29865,-27.10305,-37.239857
29866,17.113327,-17.520527
29867,18.83699,-10.530064
29871,3.585115,-26.50418
29872,20.120623,-28.847658
29878,-20.690582,-5.1646295
29883,-10.026333,-45.32016
29887,-28.017056,16.654348
29888,1.8339819,1.3064915
29889,4.515918,-50.730877
29891,-11.485236,-12.545664
29893,32.836605,-0.24389143
29897,16.195665,-11.479068
29902,37.634922,-21.100319
29903,34.45661,-7.8119426
29904,19.879002,24.237543
29912,15.4521,-7.9429154
29913,31.758251,-11.686515
29919,8.605754,-15.097195
29921,6.7901826,7.4419346
29922,31.5609,-17.885115
29924,-21.685791,-4.824334
29925,38.965965,-26.471855
29928,29.917986,-19.298315
29929,46.715973,17.508436
29930,33.813133,19.740063
29935,10.743583,-36.294163
29936,25.248405,-26.915545
29938,-22.118767,11.674467
29939,-23.797083,14.474611
29940,29.626802,-16.834091
29942,46.332527,3.4392018
29943,16.148853,-14.949879
29944,29.41328,-19.809467
29946,-35.265575,-4.7530828
29947,6.823974,-8.477785
29949,-29.157372,-25.450455
29951,-38.942886,25.497164
29952,-6.149551,-18.172207
29953,26.064898,-10.1646185
29955,16.445578,-7.7863455
29957,-22.607603,-35.884686
29959,16.17458,-9.975831
29962,24.173426,36.567253
29965,-15.383441,-19.56747
29966,37.393604,-15.291861
29967,-21.232574,-0.34739244
29970,-30.645912,-23.913996
29972,-15.413467,-25.34846
29975,-19.116198,-30.655283
29981,30.839808,-5.1503444
29982,-11.842067,-24.682398
29983,-34.796448,31.290405
29986,11.969864,28.353188
29988,40.639973,-23.660286
29989,18.465357,-35.112904
29992,-25.230946,11.6378975
29995,-19.68807,10.096672
29996,2.5870345,-13.0322895
29997,17.250216,-44.0332
30000,-15.483191,-18.621418
30002,14.360182,22.71977
30003,0.17610669,-34.94053
30004,-0.4686349,2.6385696
30005,-8.82971,-21.359797
30006,-8.618983,5.092985
30008,37.59098,14.849316
30009,-35.926445,-16.961721
30010,-7.7580996,37.902683
30012,18.554152,-14.177847
30014,-16.428144,-45.61976
30016,7.1024156,-30.887476
30017,24.815657,-23.060127
30020,-5.6692224,-1.1783152
30023,-9.468277,22.581278
30024,34.733006,17.46356
30025,44.91042,0.46373507
30027,-31.569267,8.786923
30028,26.725943,24.11302
30030,-21.237041,-26.221598
30031,-6.4195466,-31.938679
30032,-47.13623,14.924487
30033,38.50668,0.08969546
30034,17.563354,26.594975
30035,12.692718,-39.343674
30036,46.144264,21.432936
30037,15.2735815,-24.31687
30040,3.2029142,-6.042206
30044,18.225945,13.3472395
30047,27.732359,18.038118
30049,6.930952,8.823006
30050,-2.3606076,14.244285
30052,20.377047,-44.644745
30055,-21.424244,13.291421
30056,-15.012367,-4.2652802
30057,-23.234825,-14.675631
30059,11.611386,10.022088
30060,30.912748,16.122292
30062,20.58162,-34.83229
30064,-39.786976,23.46537
30066,-13.92091,7.028071
30068,-36.457985,-29.559738
30069,15.385727,14.204325
30073,7.620387,42.760094
30076,13.14515,-1.5101954
30077,28.02865,14.946939
30078,3.7378767,9.10138
30079,-3.0310059,31.130444
30081,6.422342,-18.161581
30083,35.813343,-34.73559
30087,-18.805954,35.970264
30088,38.182404,-14.909058
30091,1.1381793,-29.963
30092,40.404213,33.356033
30093,29.579947,30.938799
30094,19.87491,-40.058716
30095,43.188004,18.715174
30097,-33.60218,12.23388
30098,2.734293,-10.445409
30099,46.71491,-3.8449273
30100,-19.41541,-29.878675
30101,31.011166,21.875488
30102,13.640202,31.754305
30109,-22.839155,-36.14451
30110,-6.121925,1.3555487
30111,11.075013,-31.281567
30113,8.270925,33.6444
30117,8.073491,-44.239098
30118,9.767143,-5.744726
30121,-16.547203,-39.43609
30122,-6.5385594,16.639896
30123,18.69396,21.88116
30124,37.366386,6.341636
30125,0.74737173,-14.663837
30128,31.372381,-39.813774
30129,-9.810058,-17.874672
30134,-8.221466,2.847222
30135,-19.623375,42.585953
30136,-32.580524,-3.0695555
30138,-40.097214,-9.675087
30142,-1.5978664,-22.72502
30143,13.652277,-20.455112
30145,0.90831655,-21.979908
30149,35.795113,2.7251437
30152,11.862059,10.563716
30153,13.403983,7.011348
30154,-32.829346,27.260366
30157,4.352209,20.88471
30158,-19.671005,9.12499
30159,20.177124,3.0711744
30161,8.376841,-1.2962669
30162,-14.793839,32.704487
30168,36.53528,18.523169
30170,-16.175592,-7.0997305
30171,-4.147222,1.7579755
30172,-23.713562,-32.456367
30173,38.738068,-20.249369
30174,-9.009075,25.235374
30176,9.613419,-22.445618
30182,-22.374136,-36.01051
30183,-37.76852,21.411667
30186,-38.23145,6.886718
30187,11.504097,-7.195055
30189,-38.79037,22.093325
30190,-40.691788,4.4945617
30191,-38.48973,30.98125
30192,-37.24346,-34.205353
30193,31.336418,-1.3058177
30195,-23.235796,-14.675897
30198,-36.148754,-13.059379
30199,18.491594,4.9858212
30200,17.965435,18.392801
30201,-4.6668754,-15.620991
30203,20.193531,-3.0125473
30204,-12.621758,36.89225
30205,45.966286,-11.865981
30211,39.21973,-16.877016
30212,1.3914433,-22.18023
30222,12.602119,26.344841
30224,7.170601,18.719666
30226,33.39632,22.434849
30230,-40.656757,4.3834906
30233,-25.79954,4.494257
30236,23.470589,36.56927
30240,11.169873,-15.33453
30242,-18.550043,-2.9823763
30244,13.380907,45.28799
30247,43.028404,-13.71477
30250,20.00117,35.442833
30253,9.337918,-14.485356
30254,11.43161,36.215073
30255,-18.848713,8.409515
30256,18.437853,30.42536
30258,2.996727,40.52993
30259,-15.271276,5.684314
30260,40.951656,-0.08341531
30263,-5.9574413,-30.873812
30264,19.045155,11.378571
30266,21.543095,-4.902108
30268,5.504037,39.611748
30272,-10.620992,-22.870375
30278,-31.409918,-2.8024194
30279,10.214649,9.539983
30280,18.87502,-13.791224
30281,16.236504,8.120125
30283,9.979993,27.836071
30287,-0.48264277,46.328426
30288,39.223385,29.534107
30289,4.4467278,-50.66391
30290,7.067823,-32.606762
30292,4.471774,14.167528
30298,-30.09189,38.605877
30299,-34.53094,-3.3181205
30303,-23.662046,11.006764
30304,-23.278976,-22.504965
30305,15.7489805,9.2058935
30306,-17.920551,30.51678
30308,0.3904537,17.385399
30310,18.02485,-1.9888552
30311,4.449975,29.492085
30312,28.404966,10.5159
30313,37.383884,11.938326
30314,-10.070514,10.131489
30316,8.673542,-41.42763
30317,15.805362,-13.5079365
30320,-33.033737,3.9007967
30321,14.881814,45.496227
30324,8.054686,22.31022
30327,-40.48427,17.669743
30328,-27.494457,35.599567
30330,37.67144,-6.1044083
30331,-6.7992525,28.154924
30332,15.45721,-7.374676
30333,-2.3484163,20.104269
30334,-17.655674,5.093859
30337,17.430017,-22.05518
30338,-44.4913,-17.324125
30339,-16.416458,15.002839
30341,-6.336019,34.20815
30342,15.338612,8.452164
30344,39.869274,-24.389856
30346,11.282252,-43.5946
30347,46.781216,18.028664
30348,30.642086,27.274738
30349,-34.52759,-19.68673
30353,-23.229103,-14.678885
30354,-19.35385,-7.940927
30356,-24.784628,2.741417
30357,17.289286,26.69031
30360,-2.4351318,-27.480724
30362,-22.374136,-36.01051
30371,-11.751124,26.97086
30373,-6.1190777,42.244473
30374,-1.134883,15.5563
30375,3.2943578,-16.285355
30377,-0.57377523,-26.551847
30378,43.267788,-8.408247
30382,-4.316383,51.83746
30383,7.151589,-18.975378
30385,-20.590189,1.1186988
30388,-27.309324,33.840378
30392,3.835824,51.711334
30393,5.5903635,-15.974387
30399,-12.986321,-18.154306
30401,-40.629913,18.109728
30405,13.75342,-45.16684
30411,38.05379,-10.449501
30412,-23.229208,-14.678793
30413,-16.385813,18.21729
30414,-6.985649,1.7174684
30416,4.3673553,34.915222
30420,-6.5694785,-28.359617
30427,17.505045,14.042801
30428,-22.807917,-35.840412
30429,11.33587,5.2599173
30430,18.80867,17.415142
30433,-1.171022,-20.35098
30435,-27.176048,7.9492292
30436,-2.5074875,-39.302216
30438,-18.224499,9.72636
30439,23.933126,-6.634169
30441,37.694725,-0.20034046
30442,32.334904,25.659752
30445,-9.519377,-7.6937766
30446,23.412992,-28.063534
30447,-10.595392,-30.999535
30450,21.572933,32.359543
30452,-36.710285,1.075856
30457,41.992054,-22.107206
30458,11.547108,-5.7775555
30460,11.412307,44.857483
30461,-34.068466,0.0002648755
30462,-32.038612,-9.578264
30463,14.064879,16.82885
30471,24.026577,13.30519
30473,-25.81319,27.271368
30474,36.796696,-15.562036
30475,-1.3820611,-37.133923
30476,5.538419,39.69748
30477,24.359844,-15.179274
30478,-30.822062,-34.64391
30482,-18.085361,40.777447
30483,-40.46843,12.773052
30484,6.7855444,-10.6235895
30486,13.723343,-20.460615
30488,-13.796437,7.3424177
30490,13.734954,41.723614
30491,-16.628555,9.877642
30492,-29.305267,-25.734692
30493,-33.153225,-16.411798
30494,-9.725533,2.3321972
30497,23.041992,-10.968012
30499,11.316169,-21.350803
30500,-28.049994,23.828041
30509,-25.358032,-4.1826487
30511,-11.097105,17.658377
30513,1.9971572,10.023361
30516,6.2126427,-2.5858593
30517,-7.7083917,-29.822096
30518,11.119265,12.03006
30519,31.096706,26.673546
30520,-32.306404,0.39260468
30521,-1.6314229,12.460514
30522,-33.74664,-4.5179462
30523,18.16126,6.194916
30524,-35.4322,-30.959347
30526,29.988552,30.855612
30527,1.0495324,-3.9258137
30531,30.437437,28.915852
30536,14.747347,0.5599343
30537,1.8342289,-1.3722855
30539,-14.788196,19.246815
30540,-14.609227,-41.15703
30541,19.06064,11.272784
30543,5.9782095,36.211205
30544,-20.213514,0.5700786
30545,17.58531,-29.355837
30546,-20.165855,46.20131
30547,-26.315678,22.720514
30549,-27.143536,27.069155
30553,13.725992,-10.320383
30554,-12.730634,15.938959
30562,17.283636,-38.837112
30563,49.40976,-2.8034766
30564,3.6730883,-30.646376
30567,25.844194,15.96394
30568,22.093575,-12.80126
30572,20.231104,-2.6340365
30573,-27.727558,15.937153
30575,-5.908695,-39.50293
30577,3.8585124,-4.664388
30579,18.847933,2.974646
30581,-14.883832,39.437153
30587,32.97003,21.482513
30588,-16.280403,28.407598
30590,-23.550062,4.4213114
30591,15.741535,10.739
30592,20.984327,23.981312
30593,-5.265733,-20.29228
30595,-43.05958,-4.506523
30596,12.791518,-48.852745
30597,18.856627,-40.378887
30598,-18.70349,-10.243874
30599,30.374447,-10.487814
30600,5.9877806,-9.07968
30604,31.72762,12.74056
30605,-3.745113,49.093243
30606,22.082981,-33.827248
30608,-1.1120352,31.487291
30609,-41.134537,-13.985639
30610,21.907473,-2.270659
30611,-5.236204,-17.047752
30613,15.955959,-3.935525
30614,28.81794,-36.560078
30616,4.4010735,-9.801559
30617,-26.733116,-1.186761
30618,-24.434605,30.42567
30619,4.4831495,2.0646532
30621,-14.033094,40.6125
30623,-10.357395,10.243957
30627,30.842638,-18.720928
30628,0.45521662,15.952795
30630,23.605583,-3.8564608
30636,37.42706,-21.238234
30637,-19.67872,42.60394
30638,22.23301,-30.603922
30640,-14.499249,42.493088
30641,28.492773,15.270383
30644,-34.771084,8.2092905
30646,-4.037997,2.1550996
30649,-0.49575895,52.56389
30652,-9.922438,-13.043651
30653,16.769772,43.8301
30656,-5.349999,31.03578
30657,-23.229206,-14.678793
30658,32.349464,2.7081673
30659,1.0942464,17.220686
30660,-7.4583645,-22.266396
30661,-40.876446,-26.532171
30662,12.483195,45.031303
30663,-20.107306,15.353987
30672,-20.959948,6.3877563
30673,-44.491768,-17.324055
30678,3.9911005,37.36746
30679,-12.565664,-20.4242
30680,17.780201,20.447416
30681,3.9758067,29.839386
30682,34.15699,19.905516
30683,30.07645,30.851522
30684,10.08362,-16.417414
30686,12.791105,-48.852703
30687,7.9910026,-2.7948105
30688,-11.66307,1.0049311
30690,-31.039366,13.148408
30691,-2.7885695,24.686663
30696,-41.922195,29.710306
30697,34.337715,19.524132
30698,-8.061839,-35.575825
30700,23.34732,18.684452
30701,36.470806,-30.04019
30702,-23.22933,-14.678906
30703,0.06829575,-6.9960785
30704,26.290897,-11.561078
30705,-0.70621127,-22.839798
30712,45.842407,-8.664015
30713,-1.0632576,9.588483
30715,2.8349297,10.389883
30716,-17.217451,-16.886747
30718,16.548122,-7.989384
30720,9.625295,-22.441387
30722,-16.368765,-39.376038
30723,28.501053,-26.260164
30724,-30.862967,37.228027
30728,7.536951,50.765648
30729,16.856058,-39.29123
30731,8.809951,5.2230005
30732,21.759653,-1.6403652
30733,36.003254,0.07630154
30738,-21.711767,17.694082
30739,-11.750396,-14.576857
30741,21.109388,-39.371487
30744,24.770086,10.263133
30745,30.958439,-11.102347
30746,-29.797855,-38.372917
30747,-16.027441,-35.300686
30748,-3.7108874,22.523539
30749,-39.53448,-14.861826
30750,24.808472,-17.286129
30751,10.688643,-6.858811
30752,10.973575,-8.4153185
30754,-34.876797,8.188726
30758,-27.523201,10.144788
30759,3.6090703,21.478552
30761,27.940454,26.725096
30764,50.486538,-5.571597
30765,39.50071,-4.768456
30768,-26.163641,-0.7212795
30770,0.012552004,-20.569172
30771,0.9945267,8.573516
30773,-14.181762,7.789525
30774,4.4093366,-21.610973
30776,2.1302195,-1.4982663
30779,33.598515,11.136211
30781,23.328873,-41.14981
30782,13.6842985,-12.280115
30783,23.23349,-7.8328733
30784,31.314194,12.075527
30786,25.384308,-39.982376
30793,26.932945,17.895065
30796,-2.974802,-14.846792
30799,28.04177,-7.596441
30800,11.1149,-21.438375
30801,-13.489789,-13.316581
