# kNN_Marios_1 NN_Marios_1
2.210000000000000506e-02 1.829528821632266100e-02
6.600000000000003433e-03 1.149467034265399049e-02
8.590000000000001801e-02 6.484250001609326297e-02
5.700000000000002981e-02 2.469238530844450330e-02
6.540000000000004143e-02 5.434190772473811160e-02
2.840000000000001551e-02 2.284546755254268646e-02
2.720000000000001236e-02 2.450192149728536509e-02
2.870000000000001369e-02 2.945563627406954516e-02
4.600000000000001657e-03 9.210901050828397552e-03
1.280000000000000582e-02 2.291633710265159746e-02
1.976000000000000256e-01 1.206372297555207973e-01
6.400000000000002909e-03 2.070232251171546210e-03
4.190000000000000668e-02 4.007333818823098637e-02
3.000000000000001363e-03 4.702447664458304574e-03
5.000000000000000971e-02 3.941855728626252053e-02
1.067000000000000448e-01 5.552999392151832664e-02
3.110000000000000958e-02 2.577525423839687607e-02
3.400000000000001545e-03 4.572802989787305662e-04
8.300000000000003555e-03 9.756841193884610228e-03
3.400000000000001545e-03 8.535163369961082727e-03
3.170000000000001289e-02 3.727497061714530463e-02
2.420000000000000970e-02 2.610429659485817219e-02
1.700000000000000773e-03 6.146870586089788271e-03
2.500000000000000486e-02 2.284046337008475980e-02
8.900000000000001660e-03 1.699780223891139003e-02
1.010000000000000134e-02 7.421641493965578599e-04
1.390000000000000437e-02 2.485957238823175569e-02
1.000000000000000541e-02 9.359871451742949114e-03
5.200000000000001496e-03 8.450093111023307402e-03
5.000000000000001839e-03 5.750490678474304979e-03
1.710000000000000409e-02 1.728358594700694223e-02
8.900000000000001660e-03 1.599605400115251125e-02
8.100000000000001296e-03 7.009381256066262236e-03
1.694999999999999840e-01 1.021441980451345266e-01
2.030000000000000554e-02 3.782452037557958863e-02
1.598999999999999866e-01 1.160209035873413230e-01
7.500000000000001457e-03 5.970913898199797093e-03
1.460000000000000707e-02 1.413316344842314651e-02
3.350000000000000894e-02 4.098163768649101119e-02
2.190000000000000627e-02 4.324817750602961974e-02
2.080000000000000598e-02 1.224362620152533339e-02
7.400000000000001195e-03 3.171141402795911446e-02
4.800000000000000447e-03 8.673977591097356207e-03
1.000000000000000194e-02 8.807893157936633188e-03
1.300000000000000287e-02 4.103791248053312302e-02
6.500000000000001436e-03 1.779315884705283488e-03
5.100000000000002101e-03 8.729806239716707966e-03
7.010000000000000953e-02 8.568533048033713517e-02
2.730000000000001176e-02 2.128807767731937014e-05
2.100000000000000477e-02 1.138038088975008681e-02
1.400000000000000636e-03 7.241153912618755913e-03
8.500000000000004080e-03 2.926049716770648401e-02
2.520000000000000712e-02 3.619677938520908522e-02
2.310000000000000595e-02 3.269227433018385975e-02
3.260000000000000397e-02 3.086264699697494757e-02
6.980000000000001481e-02 4.164952121675015440e-02
1.700000000000000773e-03 6.864696359261869378e-03
1.120000000000000336e-02 6.327083186666868433e-03
1.810000000000000150e-02 1.532013245858251937e-02
1.600000000000000727e-03 6.565592731349169028e-03
1.260000000000000529e-02 8.589642518199980953e-03
1.070000000000000534e-01 2.827327806502580310e-02
1.470000000000000473e-02 9.184163315221666873e-03
9.600000000000000894e-03 1.908493792638182515e-02
9.300000000000000974e-03 1.203217607457190801e-02
1.290000000000000521e-02 1.028130160644650376e-02
1.000000000000000541e-02 7.557915910147131391e-03
2.600000000000001268e-02 3.151962751522660588e-02
2.500000000000000486e-02 2.579051189124584309e-02
1.370000000000000731e-02 3.303467033430933925e-02
1.370000000000000731e-02 1.457420667633414421e-02
6.390000000000004010e-02 1.765127340866119166e-01
4.280000000000001165e-02 2.979187784716486737e-02
7.400000000000002062e-03 6.249036416411399633e-03
2.630000000000001087e-02 3.304519280791282099e-02
1.609999999999999973e-02 1.926753502339124957e-02
7.220000000000001417e-02 3.834283078089355951e-02
1.080000000000000231e-02 3.373562786728143137e-02
2.171000000000000152e-01 1.032047972083091764e-01
3.240000000000001906e-02 3.773362491279840664e-02
3.360000000000001180e-02 1.358751272084191518e-02
1.480000000000000412e-02 2.025500828400254166e-02
3.420000000000001511e-02 3.264352217316627419e-02
4.300000000000000870e-03 7.467369157820938352e-03
1.900000000000000300e-02 3.061220612376928593e-02
2.900000000000001101e-03 4.392758200410753176e-03
7.600000000000000852e-03 7.277986858971416742e-03
6.400000000000002909e-03 7.093765824101865014e-03
2.460000000000001075e-02 3.117785308510066106e-02
4.400000000000001132e-03 9.098866824060677927e-03
1.130000000000000275e-02 1.620814351364970388e-02
1.300000000000000287e-02 2.807873927056789287e-02
1.140000000000000388e-02 7.409819783642889075e-03
1.500000000000000682e-03 5.804807899985462392e-03
7.290000000000002034e-02 4.842771075665950470e-02
3.630000000000001281e-02 5.495290637016296553e-02
6.500000000000003171e-03 9.329579994082449340e-03
5.000000000000002706e-03 2.263915360396673467e-04
3.300000000000001543e-02 1.276375131245003833e-02
1.188000000000000167e-01 1.068905100971460354e-01
1.200000000000000329e-03 6.514650625176728396e-03
1.530000000000000283e-02 1.380700571928173380e-02
1.170000000000000380e-02 1.765735848806798680e-02
5.100000000000002101e-03 5.056093948542184037e-04
1.230000000000000190e-02 1.161338840611279150e-02
5.200000000000001496e-03 6.602138741873204812e-03
2.326999999999999902e-01 1.375184291601180830e-01
2.870000000000001369e-02 2.187764786649495224e-02
2.137000000000000566e-01 1.305046172440051666e-01
2.690000000000001418e-02 2.131518686190247286e-02
2.300000000000000655e-02 3.771846333859230006e-04
1.870000000000000134e-02 2.047753667458891355e-02
1.447999999999999843e-01 5.590050727128982599e-02
1.655999999999999972e-01 1.060621570050716694e-01
7.900000000000002506e-03 1.183793726377189298e-02
1.800000000000000211e-02 1.807297932915389455e-02
2.110000000000000209e-01 1.185239731520414397e-01
1.900000000000001080e-03 4.551484435796737844e-03
1.550000000000000509e-02 2.428246568888425827e-02
7.500000000000004059e-03 8.734632073901592297e-03
3.680000000000001326e-02 2.120142016559839124e-02
1.489999999999999658e-02 2.331675361841917260e-02
2.500000000000001180e-02 2.091807864606379935e-02
4.900000000000001577e-03 7.330310568213463732e-03
1.110000000000000223e-02 7.185416813008485212e-03
1.970000000000000223e-02 1.985366960987448165e-02
3.300000000000001717e-03 9.448643708601593694e-03
2.210000000000000506e-02 1.115166613471024694e-05
1.617999999999999716e-01 1.052522460371255741e-01
3.010000000000000869e-02 4.886834558099508591e-02
1.692000000000000171e-01 1.204847989976406131e-01
2.110000000000000417e-02 1.708580481819808525e-02
1.662999999999999756e-01 1.168950592726469007e-01
1.110000000000000570e-01 1.091085268557071830e-01
1.170000000000000553e-02 1.113943622447550151e-02
1.400000000000000636e-03 5.656000615563244044e-03
8.900000000000001660e-03 9.717749338597061332e-03
8.200000000000002426e-03 1.387543564662337484e-02
2.800000000000001446e-02 3.499620430171489216e-02
3.990000000000000491e-02 4.937829137555691410e-06
9.900000000000002548e-03 1.060234633740037881e-02
5.900000000000002465e-03 6.147391903214156558e-03
7.800000000000001377e-03 1.934904651557190240e-03
8.200000000000002426e-03 2.021707862615585230e-02
3.520000000000000906e-02 3.759664049372077321e-02
7.900000000000002506e-03 8.244888018816709171e-03
1.090000000000000344e-02 2.582824159413575973e-02
3.270000000000001378e-02 2.669610803946852878e-02
2.470000000000000667e-02 3.886799015104770716e-02
1.770000000000000392e-02 4.192482460290193613e-02
9.290000000000002423e-02 5.923101101070642194e-02
1.890000000000000360e-02 3.474418392404914069e-02
3.300000000000000849e-03 5.110093341732790950e-05
1.550000000000000509e-02 1.363689949270337730e-02
2.156000000000000694e-01 1.248125073313713224e-01
4.940000000000002028e-02 1.225406778510659996e-02
2.460000000000000728e-02 2.869379946961999120e-02
1.100000000000000457e-02 9.572963840328156324e-03
7.790000000000001090e-02 4.075683863833546444e-02
1.440000000000000169e-01 1.059503960609435858e-01
4.930000000000002436e-02 5.064189959317445811e-02
8.250000000000001776e-02 8.640042267739772575e-02
1.130000000000000449e-02 8.900859695859252713e-03
1.018000000000000432e-01 8.210135944187642310e-02
1.824000000000000343e-01 1.148659475147724152e-01
3.500000000000001808e-03 1.150670455768704192e-02
6.200000000000002384e-03 1.249697385355830193e-02
1.220000000000000598e-02 1.305239502340555316e-02
1.010000000000000134e-02 1.409615943208336608e-02
1.100000000000000283e-02 1.317715811543166381e-02
1.109000000000000263e-01 1.024057874083518921e-01
1.669999999999999957e-02 4.577920694136991889e-03
2.500000000000001180e-02 2.132273647002876082e-02
1.660000000000000017e-02 1.619895315263420593e-02
1.600000000000000727e-03 6.460037552751601506e-03
3.400000000000001545e-03 5.895912097766995569e-03
1.020000000000000420e-02 5.338272224180400614e-03
5.500000000000002283e-03 4.544969070557272964e-03
1.330000000000000626e-02 2.081449706107377923e-02
9.000000000000002789e-03 8.176266038790343943e-03
2.225000000000000588e-01 1.275382005423307263e-01
1.490000000000000525e-02 1.689116673544049235e-02
1.660000000000000364e-02 9.247094206511975029e-03
1.130000000000000449e-02 5.510379344923420700e-03
5.300000000000001758e-03 9.168943623808446450e-04
1.127000000000000501e-01 5.929542183876036765e-02
1.297999999999999710e-01 1.373556829366862249e-03
7.500000000000001457e-03 6.933142701163888880e-03
7.900000000000002506e-03 6.722297505475581872e-03
1.150000000000000328e-02 4.882795357843860984e-03
2.282000000000000139e-01 1.268236533552408174e-01
6.880000000000002780e-02 4.597112810006366221e-03
1.880000000000000421e-02 1.281518257223069647e-02
2.550000000000000530e-02 3.021722508594393286e-02
4.210000000000001241e-02 3.736318510025739975e-02
4.500000000000001395e-03 1.317468476481735949e-02
2.320000000000000881e-02 2.141654111444950270e-02
4.760000000000001730e-02 3.336290705949067348e-02
7.700000000000002849e-03 1.304339072667062317e-02
1.740000000000000227e-02 9.734115567989646417e-03
1.250000000000000590e-02 3.514855613932014317e-02
2.390000000000000804e-02 1.662522975355387039e-02
6.380000000000003724e-02 3.940266536548733822e-02
1.680000000000000243e-02 3.013050900772214560e-02
1.750000000000000167e-01 1.253402154892682974e-01
8.300000000000001821e-03 7.944085807539521399e-03
5.100000000000002101e-03 5.174999432638287614e-03
2.330000000000000820e-02 2.557052468881010343e-02
1.600000000000000727e-03 7.807699195109307592e-03
1.540000000000000743e-02 1.075665927957743413e-02
1.420000000000000082e-02 9.161250125616788795e-03
6.780000000000001303e-02 2.437501462906936645e-03
9.600000000000000894e-03 2.834908412769436906e-02
5.140000000000002206e-02 4.771149352192878557e-02
1.770000000000000046e-02 8.592398697510359590e-03
6.800000000000003091e-03 9.840821875259277846e-03
5.700000000000002981e-02 3.054778143763543091e-02
3.580000000000001237e-02 3.265610873699188038e-02
1.220000000000000251e-02 6.614887949695001743e-04
2.790000000000000813e-02 4.266303807497024564e-02
1.650000000000000425e-02 2.220639413222670611e-02
1.750000000000000513e-02 2.012940399348735893e-02
3.640000000000000874e-02 6.002494715154171878e-02
1.716999999999999915e-01 1.068592711538076251e-01
9.300000000000004444e-03 7.591601558960973765e-03
2.280000000000000776e-02 2.955958444625138987e-02
1.800000000000000818e-03 4.723138050176204326e-03
8.900000000000001660e-03 9.821407888084649970e-03
4.350000000000001088e-02 5.821781981736421502e-02
3.560000000000000664e-02 6.632561240345240250e-02
6.400000000000002909e-03 1.649696052074432415e-02
1.430000000000000195e-02 1.078374166041612577e-02
8.200000000000002426e-03 7.583878738805650832e-03
3.200000000000001454e-03 6.467530039603005859e-06
5.000000000000001839e-03 1.140968135558068954e-02
7.500000000000002325e-03 6.718702903017403916e-03
8.000000000000003636e-03 1.319251515902578921e-02
2.590000000000000635e-02 2.418712204322218465e-02
3.000000000000000930e-02 2.329152315855026120e-02
7.170000000000001372e-02 8.387576505541802230e-02
1.167999999999999872e-01 7.750887040048835830e-02
1.374000000000000221e-01 6.796120353043079432e-02
1.140000000000000388e-02 1.203488945960998549e-02
5.100000000000002101e-03 6.438852502033113115e-03
7.820000000000001950e-02 7.911145731806754067e-02
1.450000000000000420e-02 1.329648760147393062e-02
1.900000000000000300e-02 2.101324480026960442e-02
1.150000000000000328e-02 8.338991353696396343e-09
1.427999999999999825e-01 1.447754530236124680e-02
3.420000000000000817e-02 3.362111378461122430e-02
4.200000000000000608e-03 4.948687657453376416e-05
9.700000000000002023e-03 7.389444375394307873e-03
9.600000000000000894e-03 1.166101322887698249e-03
8.300000000000001821e-03 7.487496314570306170e-03
2.150000000000000522e-02 2.441616423428059207e-02
1.621999999999999831e-01 1.216363187879324209e-01
1.294000000000000428e-01 6.537547737359999944e-02
1.230000000000000190e-02 2.256713833094997071e-08
1.451999999999999680e-01 8.110080234706401603e-02
8.300000000000001821e-03 3.712690515096638344e-11
7.500000000000002325e-03 1.218619975261390001e-02
6.300000000000002646e-03 8.733322261832656211e-03
9.400000000000002104e-03 1.279414585791528204e-02
4.310000000000001330e-02 4.841795027256012157e-02
1.400000000000000203e-02 1.688869534991681645e-02
7.970000000000002083e-02 6.212638266384602759e-02
9.600000000000002628e-03 8.206788217648865527e-03
1.095000000000000140e-01 8.652122024446726178e-02
1.670000000000000651e-02 2.126313610002398755e-02
2.560000000000001164e-02 2.228654325008392473e-02
1.647000000000000131e-01 1.143911158293485497e-01
2.480000000000000607e-02 2.909649092704057541e-02
4.800000000000001314e-03 4.390723493415862877e-03
8.100000000000003031e-03 8.319171580951660247e-03
3.200000000000001454e-03 8.554550334811211049e-03
3.200000000000001454e-03 1.168222133070230540e-02
3.420000000000000123e-02 4.002670060843228905e-02
1.428999999999999715e-01 1.129606161266565600e-01
1.150000000000000189e-01 5.959309101104737216e-02
1.160000000000000267e-02 1.694272119784727849e-03
4.000000000000001471e-02 1.173601165786385403e-01
1.300000000000000287e-02 2.778443461284041405e-02
2.070000000000000173e-01 1.155120300501585040e-01
1.146000000000000629e-01 9.345128990709780648e-02
7.590000000000000913e-02 4.939120665192603399e-02
8.400000000000001216e-03 1.178252850659191817e-02
1.270000000000000642e-02 2.391154402866959433e-02
4.900000000000001577e-03 1.632079614935367859e-06
8.400000000000001216e-03 9.189251437783242660e-03
2.330000000000000820e-02 2.447289215400815648e-02
5.800000000000003070e-02 4.150586046278477437e-02
1.050000000000000412e-02 3.521066950634121201e-02
2.070000000000000312e-02 3.631413005292415119e-02
3.030000000000001095e-02 2.689262928441167252e-02
1.440000000000000481e-02 9.154720869846642503e-03
3.130000000000000837e-02 5.260281354188919151e-02
1.025000000000000355e-01 9.083305843174457883e-02
1.581999999999999795e-01 1.136330204457044746e-01
1.980000000000000510e-02 3.016642581671476891e-02
2.700000000000001357e-02 2.795789435505867046e-02
1.240000000000000477e-02 1.669573770835995619e-02
2.810000000000001386e-02 1.808397807180881639e-02
1.240000000000000477e-02 2.443048940971493527e-02
3.790000000000001007e-02 7.419968182221055308e-02
4.220000000000000834e-02 4.950159333646296511e-02
5.000000000000001839e-03 1.929139356128871385e-02
2.280000000000000776e-02 3.942575987428427464e-02
2.420000000000000623e-02 2.280653908848762068e-02
1.600000000000000727e-02 1.212066791485994985e-02
5.920000000000003038e-02 2.714323459193111049e-02
3.200000000000001454e-03 7.127673174254596164e-03
3.050000000000000627e-02 5.885629758238791753e-02
1.710000000000000409e-02 2.767548564821481483e-02
4.050000000000000822e-02 3.508100345847253397e-12
1.083000000000000351e-01 8.891763538122178512e-02
1.882999999999999952e-01 1.198951303958892822e-01
1.040000000000000299e-02 1.252435477450490088e-02
5.800000000000001335e-03 1.295275458134710622e-02
8.410000000000002196e-02 7.290390849113463634e-02
1.990000000000000449e-02 1.541070032864809425e-02
9.620000000000003548e-02 7.640138588055263649e-03
9.700000000000003758e-03 1.297782232053577844e-02
1.090000000000000344e-02 3.735052306205034062e-02
2.015000000000000679e-01 1.179833999276161255e-01
1.500000000000000682e-03 1.056715891696512720e-02
6.800000000000003264e-02 4.731120482087135259e-02
5.000000000000001839e-03 9.205663753673433772e-03
8.100000000000001296e-03 8.402423872612415495e-03
7.800000000000001377e-02 9.327175676822661854e-02
1.280000000000000582e-02 8.405848727561532341e-03
1.664999999999999813e-01 9.968432508409023896e-02
5.000000000000001839e-03 7.881484692916274071e-03
6.800000000000002223e-03 1.266118885949254168e-02
1.930000000000000465e-02 2.954669816419482758e-02
7.300000000000003535e-03 7.403409169055521002e-03
7.900000000000000772e-03 1.561479398049414082e-02
1.297000000000000097e-01 9.875014893710612474e-02
3.200000000000001454e-03 9.207521677017212886e-03
7.400000000000003797e-03 9.824371472932398250e-03
4.180000000000001076e-02 6.245035123080015793e-02
3.000000000000001363e-03 6.207415256649256516e-03
2.430000000000000909e-02 2.005899082869291861e-02
1.350000000000000679e-02 1.572932847775519033e-02
5.000000000000001839e-03 6.252963589504360528e-03
1.130000000000000275e-02 9.018088188022374205e-03
5.300000000000001758e-03 6.152437622658908992e-03
1.376999999999999891e-01 1.115153251588344441e-01
1.920000000000000179e-02 1.301569285802542907e-02
3.350000000000000894e-02 4.719058401882648274e-02
3.290000000000000563e-02 4.105952452868223690e-02
2.200000000000000913e-02 2.128884572535753167e-02
1.900000000000000300e-02 2.104783633723854991e-02
1.633000000000000007e-01 1.144761674106121035e-01
2.080000000000000598e-02 1.165136270690709380e-02
8.030000000000001026e-02 9.378618359565735196e-02
2.330000000000000820e-02 1.042528129648417207e-02
1.600000000000000380e-02 4.136534494396277499e-11
1.490000000000000525e-02 1.473602467216551283e-02
1.120000000000000336e-02 1.334131485782564033e-02
1.270000000000000295e-02 9.338599089533090522e-03
9.590000000000002689e-02 3.198435043916105641e-02
3.050000000000001668e-02 2.543061417101718974e-17
1.170000000000000553e-02 1.251606048084795419e-02
1.700000000000000773e-03 4.993191151879726800e-03
2.130000000000000643e-02 2.088249674066901609e-02
2.193000000000000504e-01 1.284868514537810813e-01
1.370999999999999996e-01 1.078845970332622251e-01
1.140000000000000388e-02 1.151383317075669807e-02
1.200000000000000545e-02 3.723297322168946100e-02
4.460000000000001463e-02 3.585586128756404478e-02
1.360000000000000618e-02 1.579253497533500070e-02
3.300000000000001717e-03 5.779785434715450226e-03
2.450000000000000441e-02 1.924476896412670446e-02
8.000000000000003636e-03 7.164461463689803140e-03
2.330000000000000820e-02 4.671410370618105101e-02
4.400000000000001132e-03 1.310792186297476437e-02
1.154000000000000165e-01 7.008435871684924254e-03
8.200000000000002426e-03 9.924571756273507447e-03
9.240000000000002378e-02 3.694100324375426984e-04
7.820000000000001950e-02 7.882489331066608318e-02
1.710000000000000062e-02 1.878668925724923805e-02
4.400000000000001132e-03 7.946758610196412442e-03
8.200000000000002426e-03 8.423487036488951085e-03
7.960000000000003184e-02 7.404542222619055203e-02
2.500000000000000486e-02 3.809290017932653177e-02
5.000000000000002706e-03 6.739254537969828485e-03
6.600000000000003433e-03 1.219529109075665266e-02
9.510000000000003173e-02 2.550210471265017959e-02
3.400000000000001545e-03 7.426519828004530957e-04
6.500000000000003171e-03 8.969342452473936730e-03
2.090000000000000538e-02 4.016940638422965976e-02
6.500000000000003171e-03 4.778661893215029738e-03
3.200000000000000587e-03 7.047896147705616510e-03
3.060000000000000914e-02 3.355411849915981154e-02
1.700000000000000773e-03 4.673814389389007243e-03
8.110000000000001930e-02 3.244063462226609489e-06
7.600000000000000852e-03 2.151640623255843873e-03
3.920000000000000567e-02 4.581601046025753077e-02
2.580000000000001042e-02 2.992963306605815957e-02
1.130000000000000275e-02 1.775449443608522609e-02
2.590000000000001329e-02 7.078322871440524005e-11
9.500000000000001499e-03 7.477708468213677476e-03
2.330000000000000820e-02 1.120846642181277247e-02
1.519999999999999997e-02 9.998337642755358856e-03
2.211000000000000187e-01 1.236187949776649669e-01
1.504999999999999949e-01 1.452482196946286694e-11
7.830000000000000848e-02 8.882483124732973301e-02
1.724000000000000254e-01 1.243643858283757925e-01
4.600000000000001657e-03 8.583474960178137311e-03
3.040000000000001729e-02 2.247387630864977962e-02
6.340000000000002578e-02 4.609265491366386358e-02
9.300000000000002709e-03 1.723480815067887639e-02
6.660000000000003417e-02 8.294900842010975717e-02
8.850000000000002309e-02 2.545413411222397643e-02
1.470000000000000820e-02 3.054679859429597702e-02
6.800000000000003091e-03 7.605393482372163269e-03
2.870000000000001369e-02 1.621276925317943068e-02
4.260000000000001286e-02 3.749334674328565209e-02
6.460000000000003240e-02 3.011721560731530148e-02
4.740000000000001157e-02 1.265542805474060249e-09
6.500000000000003171e-03 7.782147689722479326e-03
1.800000000000000818e-03 2.112995872518297629e-04
2.310000000000000595e-02 1.411412886343896278e-02
1.600000000000000727e-02 1.628815585747361155e-02
7.920000000000002038e-02 1.064717780053615614e-01
5.200000000000001496e-03 6.156910401768981612e-03
1.298999999999999877e-01 1.074478685855865534e-01
1.690000000000000183e-02 4.157355602830648672e-02
1.770000000000000392e-02 3.910369597375392553e-02
1.130000000000000275e-02 2.168501043692231192e-02
1.550000000000000336e-02 2.590433087199926071e-02
1.850000000000000255e-02 8.345444081351158921e-03
6.400000000000002909e-03 1.069181036669760929e-02
2.470000000000001014e-02 2.634418845176696861e-02
6.100000000000001948e-02 2.465468289330601664e-02
5.000000000000001839e-03 6.731745214201509744e-03
9.500000000000003234e-03 6.847048983909189909e-03
6.100000000000002989e-03 6.389300897717474677e-03
1.710000000000000409e-02 1.378013109788298399e-02
2.120000000000000356e-02 1.235848532058298789e-02
1.600000000000000727e-03 8.271803976967931349e-03
2.000000000000000389e-02 2.537322487682104263e-02
1.500000000000000682e-03 5.408308533951640407e-03
9.800000000000003153e-03 1.845278728753328018e-02
1.010000000000000307e-02 8.376974943093955933e-03
7.600000000000002587e-03 5.020189743954688207e-03
1.340000000000000392e-02 1.166332307271659638e-02
4.400000000000002000e-03 7.421360374428332199e-03
1.710000000000000409e-02 3.488205209374427990e-02
7.500000000000001457e-03 5.083111848216503512e-03
2.410000000000001030e-02 3.109547998756169787e-02
2.910000000000001474e-02 2.684919089078903823e-02
2.790000000000000813e-02 1.754653816111386225e-02
6.900000000000003353e-03 9.284334415569903132e-03
8.200000000000002426e-03 8.739132545837323767e-10
2.900000000000001101e-03 2.125739059753550657e-05
1.920000000000000179e-02 2.031227126717567374e-02
6.500000000000003171e-03 7.984957429580389482e-03
1.510000000000000231e-02 7.049728758768410613e-08
1.150000000000000501e-02 8.882581461220982050e-03
9.800000000000003153e-03 5.770171142648904995e-03
3.700000000000001205e-02 4.455346044152976026e-02
4.600000000000001657e-03 2.237993063405156052e-02
3.880000000000001503e-02 6.519999648348763157e-10
3.500000000000001808e-03 1.048096966929733947e-02
0.000000000000000000e+00 4.310424087179854790e-04
1.530000000000000283e-02 7.913006826825608620e-04
1.120000000000000336e-02 2.905977109447121370e-02
2.530000000000000998e-02 3.063038924708962746e-02
1.617000000000000104e-01 9.956152766942977239e-02
8.100000000000003031e-03 1.088904556818306654e-02
1.890000000000000360e-02 2.329067497514188470e-02
7.580000000000000626e-02 4.492687067016958025e-02
2.570000000000001103e-02 2.815919192507863184e-02
3.140000000000001124e-02 2.669406507164239287e-02
2.630000000000001087e-02 3.777495881542564105e-02
1.456000000000000072e-01 1.062906333059072672e-01
1.390000000000000610e-02 1.610778653994202753e-02
4.140000000000001318e-02 5.204037476330995726e-02
3.370000000000000773e-02 3.584933722391724087e-02
1.697000000000000175e-01 1.145531507581472458e-01
1.320000000000000687e-02 2.027658281847834199e-02
1.210000000000000485e-02 2.577576320618391037e-02
6.820000000000001061e-02 4.947662226855754908e-02
1.500000000000000682e-03 2.706841017497936021e-03
2.900000000000001101e-03 6.747938564330980800e-04
4.400000000000002000e-03 5.047437730245292291e-03
7.600000000000000852e-03 9.580567372031511403e-03
2.680000000000000784e-02 2.285871500149368879e-02
1.500000000000000465e-02 1.159393808804452461e-02
1.940000000000000752e-02 2.198572119697928332e-02
7.400000000000002062e-03 1.051255598664283669e-02
1.250000000000000590e-02 1.384214988909661728e-02
3.300000000000001717e-03 4.341875293757766624e-03
6.500000000000003171e-03 3.385367217706516246e-03
1.260000000000000529e-02 8.168975259177386344e-03
2.161000000000000143e-01 1.344966112822294779e-01
7.430000000000001881e-02 6.608090015834023820e-03
8.500000000000004080e-03 5.144506185315550310e-03
1.220000000000000251e-02 1.096225078217685257e-02
5.800000000000002202e-03 1.113221677842375721e-03
2.340000000000000760e-02 3.313997598364949726e-02
7.799999999999999642e-03 1.340937097789719756e-02
9.100000000000003919e-02 3.662629110738634813e-02
1.490999999999999825e-01 1.114682675153017000e-01
0.000000000000000000e+00 1.494473943830598543e-04
1.590000000000000441e-02 2.084826432168483332e-02
5.120000000000002327e-02 2.271434114780277597e-02
2.700000000000001010e-03 6.094671105965973265e-03
2.010000000000000328e-02 1.863719146698713039e-02
2.085000000000000464e-01 1.004591709375381309e-01
4.130000000000001031e-02 3.528443964198231531e-02
2.120000000000000356e-02 2.084476580843329721e-02
2.100000000000000477e-02 3.372540790587663651e-02
4.290000000000000757e-02 3.318528531119226826e-02
5.900000000000002465e-03 1.122135472483933027e-02
5.380000000000002836e-02 7.668147616088390184e-02
2.090000000000000538e-02 2.806426096707582279e-02
4.100000000000001213e-03 9.731051241979002051e-03
1.550000000000000509e-02 9.627182248514146515e-03
1.000000000000000368e-02 1.143337034620344438e-02
1.170000000000000380e-02 8.377351355738938202e-03
3.510000000000000620e-02 3.671485602855682068e-02
1.477999999999999869e-01 7.592757081238234781e-04
2.060000000000000719e-02 1.124170436291023825e-02
1.210000000000000485e-02 1.105910922400653480e-02
1.370000000000000384e-02 2.086280349642038318e-02
9.000000000000002442e-02 4.659580703824758169e-02
1.220000000000000598e-02 1.467724087648093756e-02
3.410000000000000531e-02 2.518805777654052266e-02
2.020000000000000268e-02 1.487010375596582723e-02
1.590000000000000441e-02 3.779097853228450404e-02
7.300000000000003535e-03 1.451479101553559449e-02
9.300000000000002709e-02 3.292568314820527864e-02
6.980000000000001481e-02 1.438292957376688733e-02
2.590000000000001329e-02 4.264444716274738006e-02
1.690000000000000530e-02 1.155676934402436080e-02
1.426999999999999935e-01 9.153625570237636233e-02
5.440000000000002472e-02 7.219114955514668863e-02
3.110000000000001652e-02 4.815038193017244506e-02
3.500000000000001027e-02 3.480623252689837854e-02
1.040000000000000299e-02 1.293649815954268055e-02
6.650000000000003131e-02 3.089803399518132460e-02
5.450000000000002759e-02 4.438934519886970215e-02
2.810000000000000692e-02 2.654407618567346944e-02
2.400000000000000744e-02 2.358531739562750099e-02
1.410000000000000489e-02 1.141100312583148528e-02
8.300000000000000086e-03 1.766679938882589548e-02
2.640000000000001373e-02 2.627954852767288435e-02
2.010000000000000328e-02 2.638559682294726663e-02
4.600000000000001657e-03 7.070845025591553264e-03
2.530000000000000651e-02 3.050784572958946742e-02
8.400000000000001216e-03 5.901740472763776849e-03
1.030000000000000360e-02 1.456997516565024763e-02
4.210000000000001241e-02 8.324731461703777091e-02
1.020000000000000247e-02 9.693786390125752259e-03
2.000000000000000909e-03 4.633386312052607467e-03
7.300000000000000933e-03 6.802699768604724513e-04
1.600000000000000727e-03 4.823084799572824669e-03
2.208000000000000518e-01 1.345607300102710790e-01
8.740000000000001934e-02 4.724806778132915192e-02
3.520000000000000212e-02 4.707921888679265920e-02
9.600000000000000894e-03 1.236075369641185043e-02
1.410000000000000663e-02 1.176298844628036189e-02
1.300000000000000634e-02 4.654095616424455337e-03
1.240000000000000477e-02 2.593877505278214743e-03
9.600000000000000894e-03 5.997445774264633864e-03
2.680000000000001131e-02 3.164369234815240378e-02
2.580000000000001042e-02 3.628024168312549147e-02
1.090000000000000344e-02 1.018186081200838158e-02
2.690000000000001418e-02 2.715035758912564059e-02
2.420000000000000623e-02 2.682672327384352795e-02
1.780000000000000332e-02 2.125629339367151455e-02
1.619999999999999912e-02 1.836910331621765743e-02
1.040000000000000299e-02 7.448254651390015350e-03
1.229000000000000370e-01 1.027905943244696030e-01
1.630000000000000546e-02 4.022487789392470425e-02
1.381000000000000005e-01 1.030115533620119123e-01
1.700000000000000773e-03 6.189043358899653027e-03
5.100000000000001234e-03 8.802247792482375752e-03
3.600000000000001636e-03 6.199892754666506620e-03
3.980000000000001592e-02 3.704253757372499151e-02
